Air_temperature,Process_temperature,HDF
299.0,310.3,0
299.1,310.2,0
299.1,310.3,0
299.0,310.2,0
298.9,310.1,0
298.9,310.2,0
298.9,310.1,0
299.0,310.2,0
298.9,310.1,0
298.9,310.1,0
298.9,310.1,0
298.9,310.0,0
298.9,310.0,0
298.9,310.1,0
298.9,310.1,0
298.9,310.1,0
298.8,309.9,0
298.7,309.8,0
298.7,309.8,0
298.7,309.9,0
298.7,309.9,0
298.7,309.9,0
298.8,309.9,0
298.7,309.8,0
298.8,309.9,0
298.7,309.8,0
298.7,309.8,0
298.7,309.8,0
298.7,309.7,0
298.6,309.7,0
298.7,309.7,0
298.7,309.8,0
298.8,309.9,0
298.9,310.0,0
298.9,310.0,0
298.9,309.9,0
298.8,309.8,0
298.8,309.8,0
298.8,309.8,0
298.8,309.9,0
298.8,309.8,0
298.8,309.9,0
298.8,309.9,0
298.8,309.8,0
298.8,309.9,0
298.8,309.9,0
298.8,310.0,0
298.9,310.1,0
299.0,310.2,0
299.0,310.1,0
299.0,310.2,0
299.0,310.3,0
299.0,310.3,0
299.0,310.4,0
299.0,310.3,0
298.9,310.4,0
299.0,310.3,0
299.1,310.4,0
299.1,310.4,0
299.0,310.4,0
299.0,310.3,0
299.0,310.3,0
298.9,310.3,0
299.0,310.3,0
299.0,310.3,0
298.9,310.2,0
298.9,310.2,0
298.8,310.1,0
298.8,310.0,0
298.7,309.8,0
298.7,309.8,0
298.6,309.8,0
298.6,309.8,0
298.6,309.8,0
298.5,309.7,0
298.5,309.6,0
298.5,309.6,0
298.5,309.5,0
298.5,309.5,0
298.4,309.5,0
298.4,309.5,0
298.3,309.4,0
298.3,309.4,0
298.2,309.3,0
298.2,309.3,0
298.2,309.2,0
298.1,309.1,0
298.0,308.9,0
298.0,309.0,0
298.1,309.0,0
298.2,309.2,0
298.2,309.1,0
298.2,309.1,0
298.2,309.0,0
298.2,309.0,0
298.1,308.9,0
298.0,308.7,0
298.0,308.8,0
298.0,308.7,0
297.9,308.5,0
298.0,308.7,0
298.0,308.7,0
298.0,308.8,0
298.1,308.8,0
298.0,308.7,0
298.0,308.7,0
298.0,308.7,0
298.0,308.7,0
298.0,308.7,0
298.0,308.7,0
298.0,308.8,0
298.0,308.6,0
298.0,308.6,0
298.0,308.5,0
298.1,308.7,0
298.1,308.7,0
298.0,308.7,0
298.1,308.7,0
298.1,308.8,0
298.2,308.9,0
298.2,308.9,0
298.2,308.9,0
298.2,309.0,0
298.2,308.9,0
298.3,309.1,0
298.2,308.9,0
298.2,309.0,0
298.3,309.0,0
298.2,309.0,0
298.2,309.0,0
298.1,309.0,0
298.1,309.1,0
298.1,309.0,0
298.1,309.0,0
298.1,309.0,0
298.1,309.0,0
298.1,308.9,0
298.0,308.9,0
298.0,308.8,0
298.0,308.8,0
298.2,308.9,0
298.4,309.1,0
298.4,309.1,0
298.5,309.2,0
298.4,309.1,0
298.4,309.0,0
298.3,308.9,0
298.4,308.9,0
298.4,309.0,0
298.4,309.0,0
298.4,308.9,0
298.3,308.9,0
298.3,308.8,0
298.4,308.9,0
298.4,308.9,0
298.4,308.8,0
298.5,308.9,0
298.5,308.8,0
298.4,308.7,0
298.4,308.6,0
298.4,308.5,0
298.3,308.4,0
298.2,308.3,0
298.2,308.3,0
298.2,308.4,0
298.2,308.4,0
298.2,308.3,0
298.2,308.3,0
298.0,308.2,0
298.0,308.2,0
298.0,308.1,0
298.1,308.2,0
298.2,308.2,0
298.1,308.2,0
298.2,308.4,0
298.3,308.4,0
298.2,308.3,0
298.2,308.2,0
298.2,308.2,0
298.2,308.3,0
298.3,308.4,0
298.3,308.4,0
298.3,308.4,0
298.3,308.3,0
298.3,308.4,0
298.2,308.3,0
298.1,308.3,0
298.2,308.4,0
298.2,308.3,0
298.2,308.3,0
298.3,308.4,0
298.2,308.3,0
298.2,308.3,0
298.1,308.3,0
298.2,308.4,0
298.2,308.4,0
298.1,308.4,0
298.0,308.3,0
298.0,308.2,0
298.0,308.2,0
298.0,308.1,0
297.9,308.1,0
297.9,308.0,0
297.9,308.0,0
297.8,307.8,0
297.8,307.8,0
297.8,307.9,0
297.8,307.8,0
297.8,307.8,0
297.8,307.8,0
297.8,307.7,0
297.8,307.8,0
297.8,307.7,0
297.7,307.7,0
297.8,307.8,0
297.8,307.9,0
297.9,307.9,0
297.9,308.0,0
297.8,307.9,0
297.8,307.9,0
297.8,307.8,0
297.8,307.8,0
297.9,307.8,0
297.9,307.7,0
297.9,307.7,0
297.7,307.6,0
297.7,307.6,0
297.7,307.6,0
297.8,307.8,0
297.9,307.8,0
297.9,307.8,0
297.9,307.8,0
297.9,307.8,0
297.9,307.9,0
297.9,307.9,0
298.0,308.0,0
297.9,307.9,0
297.9,307.9,0
297.9,307.9,0
297.8,307.8,0
297.9,307.8,0
297.9,307.8,0
297.9,307.8,0
297.9,307.8,0
298.0,307.8,0
298.0,308.0,0
298.0,307.8,0
298.0,307.8,0
298.0,307.8,0
297.9,307.8,0
297.9,307.7,0
297.8,307.8,0
297.9,307.8,0
298.0,307.9,0
298.0,307.9,0
298.0,307.8,0
297.9,307.8,0
298.0,307.8,0
298.2,308.1,0
298.2,308.0,0
298.2,308.1,0
298.1,308.0,0
298.1,308.0,0
298.1,308.0,0
298.2,308.0,0
298.2,308.0,0
298.2,307.9,0
298.1,307.9,0
298.2,308.0,0
298.2,307.9,0
298.2,307.9,0
298.2,307.9,0
298.2,307.9,0
298.2,307.9,0
298.2,307.8,0
298.1,307.9,0
298.1,307.8,0
298.1,307.8,0
298.1,307.8,0
298.0,307.7,0
297.9,307.6,0
297.9,307.5,0
298.0,307.5,0
298.0,307.5,0
297.9,307.4,0
297.8,307.3,0
297.9,307.4,0
297.9,307.4,0
297.8,307.3,0
297.9,307.3,0
297.9,307.3,0
297.9,307.3,0
297.9,307.4,0
297.9,307.5,0
297.9,307.4,0
297.9,307.5,0
298.1,307.6,0
298.0,307.5,0
298.0,307.5,0
298.0,307.6,0
297.9,307.6,0
297.9,307.6,0
297.9,307.6,0
298.1,307.7,0
298.0,307.6,0
298.0,307.7,0
298.0,307.7,0
298.1,307.8,0
298.1,307.8,0
298.1,307.8,0
298.2,307.8,0
298.2,307.8,0
298.2,307.8,0
298.2,307.8,0
298.2,307.8,0
298.2,307.8,0
298.3,307.9,0
298.2,307.8,0
298.2,307.8,0
298.2,307.8,0
298.1,307.7,0
298.2,307.6,0
298.2,307.7,0
298.2,307.7,0
298.2,307.7,0
298.2,307.7,0
298.2,307.7,0
298.2,307.8,0
298.3,307.8,0
298.3,307.8,0
298.3,307.8,0
298.3,307.7,0
298.3,307.7,0
298.3,307.7,0
298.3,307.8,0
298.3,307.9,0
298.4,307.9,0
298.4,308.0,0
298.5,308.1,0
298.4,308.0,0
298.4,307.9,0
298.4,307.9,0
298.4,307.9,0
298.5,307.9,0
298.5,307.9,0
298.5,308.0,0
298.5,308.0,0
298.5,308.0,0
298.5,308.0,0
298.5,308.0,0
298.4,308.0,0
298.4,307.9,0
298.4,307.7,0
298.3,307.7,0
298.4,307.8,0
298.3,307.6,0
298.2,307.6,0
298.2,307.5,0
298.0,307.4,0
298.0,307.3,0
298.1,307.4,0
298.1,307.4,0
298.1,307.4,0
298.0,307.4,0
298.1,307.5,0
298.1,307.6,0
298.2,307.6,0
298.2,307.6,0
298.2,307.6,0
298.2,307.6,0
298.3,307.7,0
298.3,307.7,0
298.3,307.8,0
298.4,307.9,0
298.4,307.9,0
298.4,307.9,0
298.4,308.0,0
298.5,308.0,0
298.5,308.0,0
298.5,308.0,0
298.5,308.1,0
298.6,308.2,0
298.6,308.2,0
298.6,308.2,0
298.5,308.2,0
298.5,308.1,0
298.4,308.0,0
298.3,308.0,0
298.3,308.0,0
298.2,308.0,0
298.4,308.2,0
298.4,308.2,0
298.3,308.0,0
298.2,307.9,0
298.2,307.9,0
298.1,307.8,0
298.1,307.7,0
298.1,307.8,0
298.1,307.8,0
298.1,307.7,0
298.1,307.6,0
298.0,307.6,0
298.0,307.5,0
298.0,307.5,0
298.0,307.5,0
298.0,307.5,0
298.1,307.6,0
298.1,307.7,0
298.1,307.7,0
298.1,307.7,0
298.0,307.6,0
298.0,307.6,0
298.1,307.7,0
298.1,307.7,0
298.1,307.6,0
298.1,307.8,0
298.2,307.8,0
298.1,307.7,0
298.1,307.7,0
298.1,307.6,0
298.1,307.6,0
298.1,307.7,0
298.1,307.7,0
298.1,307.6,0
298.1,307.5,0
298.1,307.6,0
298.1,307.6,0
298.1,307.7,0
298.1,307.5,0
298.0,307.5,0
297.8,307.3,0
297.9,307.3,0
297.8,307.2,0
297.8,307.2,0
297.8,307.3,0
297.8,307.3,0
297.8,307.4,0
297.8,307.3,0
297.8,307.2,0
297.8,307.3,0
297.7,307.2,0
297.7,307.2,0
297.8,307.2,0
297.7,307.1,0
297.7,307.2,0
297.7,307.2,0
297.7,307.1,0
297.6,307.1,0
297.6,307.1,0
297.7,307.2,0
297.7,307.3,0
297.8,307.3,0
297.7,307.2,0
297.7,307.2,0
297.7,307.2,0
297.7,307.3,0
297.6,307.1,0
297.6,307.2,0
297.6,307.2,0
297.7,307.3,0
297.8,307.4,0
297.7,307.4,0
297.8,307.4,0
297.8,307.4,0
297.8,307.6,0
297.9,307.6,0
297.9,307.7,0
297.9,307.7,0
297.9,307.7,0
297.9,307.7,0
298.1,307.9,0
298.1,307.9,0
298.3,308.0,0
298.3,308.1,0
298.3,308.0,0
298.3,308.1,0
298.3,308.1,0
298.4,308.1,0
298.4,308.1,0
298.3,308.0,0
298.3,308.0,0
298.2,307.8,0
298.1,307.7,0
298.2,307.7,0
298.1,307.7,0
298.0,307.6,0
298.0,307.6,0
298.0,307.6,0
298.0,307.6,0
298.0,307.6,0
297.9,307.6,0
297.9,307.5,0
297.8,307.4,0
297.7,307.4,0
297.8,307.4,0
297.7,307.4,0
297.8,307.4,0
297.8,307.5,0
297.9,307.5,0
297.9,307.6,0
297.9,307.5,0
297.8,307.4,0
297.8,307.5,0
297.8,307.5,0
297.9,307.6,0
297.9,307.6,0
298.0,307.6,0
297.9,307.6,0
298.0,307.6,0
297.9,307.6,0
297.9,307.6,0
297.9,307.6,0
297.9,307.6,0
298.0,307.7,0
298.0,307.7,0
298.1,307.8,0
298.0,307.7,0
298.0,307.8,0
298.0,307.7,0
298.0,307.7,0
298.0,307.7,0
298.1,307.9,0
298.1,307.9,0
298.2,308.0,0
298.1,307.9,0
298.1,307.9,0
298.0,307.8,0
298.0,307.7,0
297.9,307.7,0
297.9,307.7,0
298.0,307.7,0
298.0,307.8,0
298.0,307.8,0
298.0,307.8,0
298.1,307.9,0
298.2,308.0,0
298.1,308.0,0
298.1,308.0,0
298.1,307.9,0
298.1,307.9,0
298.1,308.0,0
298.2,308.0,0
298.1,307.9,0
298.1,307.9,0
298.1,307.9,0
298.1,307.9,0
298.1,308.0,0
298.1,308.0,0
298.1,308.1,0
298.1,308.1,0
298.2,308.1,0
298.2,308.1,0
298.1,308.1,0
298.1,308.0,0
298.0,307.9,0
298.0,307.8,0
298.0,307.8,0
297.9,307.7,0
297.9,307.8,0
297.9,307.7,0
297.9,307.7,0
297.9,307.7,0
297.9,307.7,0
297.8,307.6,0
297.8,307.6,0
297.8,307.5,0
297.8,307.5,0
297.7,307.5,0
297.8,307.5,0
297.8,307.5,0
297.9,307.6,0
297.9,307.6,0
298.0,307.6,0
297.8,307.5,0
297.9,307.6,0
297.9,307.6,0
297.9,307.6,0
297.9,307.6,0
298.0,307.6,0
298.0,307.7,0
298.1,307.7,0
298.1,307.7,0
298.0,307.7,0
298.0,307.6,0
298.0,307.6,0
298.0,307.6,0
298.0,307.7,0
298.0,307.6,0
298.0,307.5,0
298.1,307.7,0
298.1,307.6,0
298.2,307.8,0
298.3,307.9,0
298.2,307.9,0
298.2,307.8,0
298.2,307.8,0
298.2,307.8,0
298.3,308.0,0
298.2,307.9,0
298.3,308.0,0
298.4,308.0,0
298.3,308.1,0
298.3,308.0,0
298.4,308.0,0
298.4,308.1,0
298.4,308.2,0
298.5,308.2,0
298.5,308.2,0
298.5,308.2,0
298.5,308.3,0
298.5,308.3,0
298.6,308.4,0
298.5,308.3,0
298.6,308.3,0
298.6,308.3,0
298.7,308.5,0
298.6,308.4,0
298.6,308.4,0
298.6,308.4,0
298.5,308.2,0
298.5,308.3,0
298.7,308.5,0
298.7,308.5,0
298.7,308.5,0
298.7,308.4,0
298.7,308.5,0
298.7,308.4,0
298.7,308.5,0
298.7,308.6,0
298.7,308.5,0
298.7,308.5,0
298.7,308.4,0
298.7,308.3,0
298.7,308.5,0
298.9,308.6,0
298.8,308.6,0
298.8,308.5,0
298.8,308.5,0
298.8,308.5,0
298.9,308.6,0
299.0,308.7,0
299.0,308.7,0
299.0,308.8,0
299.0,308.9,0
299.1,308.9,0
299.1,308.9,0
299.1,308.9,0
299.2,309.0,0
299.3,309.1,0
299.3,309.1,0
299.3,309.1,0
299.3,309.2,0
299.3,309.2,0
299.3,309.2,0
299.5,309.3,0
299.4,309.2,0
299.5,309.3,0
299.5,309.3,0
299.6,309.4,0
299.6,309.4,0
299.5,309.3,0
299.5,309.3,0
299.5,309.3,0
299.5,309.4,0
299.6,309.5,0
299.7,309.6,0
299.7,309.6,0
299.7,309.6,0
299.6,309.5,0
299.7,309.6,0
299.7,309.6,0
299.7,309.6,0
299.7,309.6,0
299.7,309.6,0
299.7,309.5,0
299.7,309.6,0
299.6,309.5,0
299.6,309.4,0
299.5,309.4,0
299.5,309.4,0
299.4,309.3,0
299.4,309.4,0
299.4,309.3,0
299.3,309.3,0
299.3,309.2,0
299.4,309.3,0
299.4,309.2,0
299.4,309.3,0
299.5,309.3,0
299.5,309.3,0
299.4,309.3,0
299.5,309.3,0
299.6,309.4,0
299.5,309.3,0
299.5,309.2,0
299.4,309.2,0
299.4,309.2,0
299.4,309.2,0
299.4,309.3,0
299.4,309.3,0
299.5,309.4,0
299.4,309.4,0
299.4,309.3,0
299.4,309.3,0
299.3,309.3,0
299.3,309.3,0
299.3,309.3,0
299.3,309.1,0
299.3,309.1,0
299.3,309.1,0
299.4,309.1,0
299.4,309.1,0
299.4,309.0,0
299.3,309.0,0
299.3,309.0,0
299.4,309.0,0
299.5,309.1,0
299.5,309.1,0
299.4,309.1,0
299.4,309.0,0
299.4,309.0,0
299.4,308.9,0
299.3,308.9,0
299.3,308.9,0
299.2,308.8,0
299.2,308.8,0
299.2,308.8,0
299.3,309.0,0
299.2,308.9,0
299.3,308.9,0
299.3,309.0,0
299.3,309.0,0
299.4,309.0,0
299.4,309.0,0
299.4,309.0,0
299.4,309.1,0
299.4,309.0,0
299.3,309.0,0
299.3,309.0,0
299.3,309.0,0
299.2,308.9,0
299.3,308.9,0
299.3,309.0,0
299.3,309.0,0
299.3,309.0,0
299.3,308.9,0
299.3,308.9,0
299.3,308.8,0
299.4,308.9,0
299.3,308.8,0
299.3,308.8,0
299.4,308.9,0
299.4,308.9,0
299.4,309.0,0
299.3,308.8,0
299.3,308.7,0
299.3,308.8,0
299.3,308.8,0
299.3,308.9,0
299.3,308.8,0
299.4,308.9,0
299.4,309.0,0
299.5,309.0,0
299.5,309.0,0
299.4,309.0,0
299.4,309.1,0
299.5,309.1,0
299.6,309.2,0
299.6,309.2,0
299.5,309.1,0
299.6,309.2,0
299.6,309.1,0
299.5,309.1,0
299.5,309.1,0
299.4,309.1,0
299.5,309.1,0
299.5,309.2,0
299.5,309.2,0
299.6,309.2,0
299.5,309.2,0
299.6,309.3,0
299.6,309.2,0
299.6,309.2,0
299.6,309.2,0
299.6,309.2,0
299.5,309.1,0
299.5,309.2,0
299.6,309.3,0
299.8,309.4,0
299.8,309.4,0
299.7,309.4,0
299.8,309.4,0
299.7,309.3,0
299.7,309.2,0
299.6,309.1,0
299.6,309.0,0
299.6,309.0,0
299.5,308.9,0
299.6,308.9,0
299.6,308.9,0
299.7,308.9,0
299.7,309.0,0
299.7,308.9,0
299.8,309.1,0
299.8,309.1,0
299.8,309.0,0
299.9,309.2,0
299.8,309.0,0
299.7,309.1,0
299.9,309.2,0
299.9,309.2,0
299.8,309.2,0
299.8,309.2,0
299.8,309.3,0
299.7,309.2,0
299.6,309.0,0
299.7,309.1,0
299.7,309.1,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.1,0
299.7,309.1,0
299.6,309.1,0
299.6,309.0,0
299.6,309.0,0
299.7,309.0,0
299.6,309.0,0
299.7,309.0,0
299.7,309.0,0
299.6,308.9,0
299.5,308.8,0
299.4,308.6,0
299.4,308.7,0
299.5,308.7,0
299.4,308.6,0
299.5,308.6,0
299.5,308.7,0
299.4,308.6,0
299.4,308.6,0
299.3,308.5,0
299.3,308.6,0
299.3,308.6,0
299.2,308.6,0
299.2,308.5,0
299.2,308.4,0
299.2,308.4,0
299.2,308.4,0
299.3,308.4,0
299.3,308.4,0
299.3,308.4,0
299.2,308.4,0
299.3,308.5,0
299.2,308.5,0
299.2,308.4,0
299.1,308.3,0
299.1,308.3,0
299.2,308.4,0
299.1,308.3,0
299.1,308.3,0
299.1,308.3,0
299.1,308.3,0
299.1,308.2,0
299.1,308.3,0
299.1,308.3,0
299.1,308.2,0
299.1,308.3,0
299.2,308.4,0
299.2,308.4,0
299.2,308.4,0
299.2,308.5,0
299.2,308.5,0
299.2,308.5,0
299.3,308.6,0
299.3,308.6,0
299.2,308.5,0
299.3,308.6,0
299.3,308.5,0
299.3,308.6,0
299.3,308.6,0
299.3,308.7,0
299.3,308.7,0
299.3,308.7,0
299.4,308.7,0
299.4,308.8,0
299.3,308.7,0
299.4,308.7,0
299.2,308.5,0
299.2,308.5,0
299.4,308.7,0
299.4,308.7,0
299.4,308.6,0
299.4,308.6,0
299.4,308.7,0
299.5,308.7,0
299.5,308.8,0
299.6,308.9,0
299.5,308.9,0
299.4,308.8,0
299.4,308.7,0
299.4,308.7,0
299.3,308.7,0
299.3,308.6,0
299.4,308.7,0
299.3,308.6,0
299.2,308.6,0
299.2,308.5,0
299.2,308.5,0
299.1,308.5,0
299.2,308.5,0
299.1,308.6,0
299.0,308.5,0
299.1,308.5,0
299.1,308.6,0
299.0,308.4,0
299.1,308.6,0
299.1,308.6,0
299.1,308.8,0
299.2,308.9,0
299.2,308.9,0
299.2,308.8,0
299.2,308.8,0
299.2,308.8,0
299.2,308.8,0
299.2,308.8,0
299.2,308.8,0
299.2,308.7,0
299.2,308.7,0
299.3,308.8,0
299.3,308.8,0
299.4,308.7,0
299.3,308.7,0
299.3,308.7,0
299.3,308.7,0
299.3,308.7,0
299.3,308.6,0
299.2,308.5,0
299.2,308.5,0
299.2,308.4,0
299.2,308.4,0
299.2,308.4,0
299.2,308.4,0
299.3,308.3,0
299.2,308.2,0
299.1,308.1,0
299.1,308.2,0
299.2,308.2,0
299.1,308.3,0
299.2,308.3,0
299.2,308.4,0
299.2,308.4,0
299.2,308.3,0
299.2,308.4,0
299.3,308.5,0
299.3,308.6,0
299.2,308.4,0
299.3,308.5,0
299.2,308.4,0
299.3,308.6,0
299.3,308.5,0
299.3,308.6,0
299.3,308.5,0
299.2,308.4,0
299.3,308.5,0
299.2,308.4,0
299.2,308.6,0
299.3,308.6,0
299.3,308.5,0
299.2,308.5,0
299.4,308.5,0
299.3,308.5,0
299.3,308.5,0
299.3,308.4,0
299.2,308.4,0
299.2,308.4,0
299.3,308.5,0
299.3,308.5,0
299.2,308.4,0
299.2,308.4,0
299.2,308.4,0
299.2,308.3,0
299.2,308.3,0
299.1,308.2,0
299.1,308.2,0
299.0,308.1,0
299.1,308.2,0
299.1,308.3,0
299.1,308.2,0
299.1,308.3,0
299.1,308.3,0
299.1,308.4,0
299.2,308.5,0
299.2,308.5,0
299.2,308.5,0
299.2,308.5,0
299.2,308.4,0
299.2,308.5,0
299.2,308.5,0
299.2,308.5,0
299.2,308.5,0
299.1,308.5,0
299.2,308.6,0
299.2,308.5,0
299.2,308.5,0
299.2,308.6,0
299.2,308.6,0
299.2,308.7,0
299.2,308.7,0
299.1,308.7,0
299.1,308.7,0
299.1,308.6,0
299.1,308.6,0
299.0,308.4,0
299.1,308.5,0
299.1,308.5,0
299.0,308.5,0
299.1,308.6,0
299.0,308.5,0
299.1,308.5,0
299.1,308.5,0
299.0,308.4,0
298.9,308.3,0
298.9,308.3,0
298.9,308.2,0
298.8,308.2,0
298.9,308.2,0
298.8,308.2,0
298.9,308.2,0
298.9,308.2,0
298.8,308.1,0
298.9,308.2,0
298.9,308.3,0
299.0,308.3,0
298.9,308.3,0
298.9,308.2,0
298.9,308.2,0
298.9,308.2,0
299.0,308.3,0
299.0,308.2,0
298.9,308.2,0
299.0,308.2,0
299.1,308.3,0
299.1,308.4,0
299.1,308.4,0
299.1,308.4,0
299.1,308.5,0
299.1,308.4,0
299.1,308.5,0
299.2,308.6,0
299.2,308.7,0
299.3,308.6,0
299.3,308.7,0
299.4,308.9,0
299.3,308.8,0
299.2,308.7,0
299.2,308.7,0
299.1,308.6,0
299.0,308.6,0
299.0,308.6,0
299.0,308.6,0
299.1,308.6,0
299.0,308.6,0
299.0,308.6,0
299.0,308.6,0
299.0,308.6,0
298.9,308.6,0
298.9,308.5,0
298.9,308.5,0
298.9,308.5,0
298.9,308.6,0
299.0,308.6,0
298.9,308.6,0
298.9,308.6,0
299.0,308.7,0
298.9,308.5,0
298.9,308.4,0
298.9,308.5,0
298.9,308.5,0
298.9,308.5,0
298.9,308.5,0
298.9,308.4,0
298.9,308.5,0
298.9,308.5,0
299.0,308.5,0
299.0,308.6,0
299.0,308.6,0
298.9,308.7,0
298.9,308.7,0
298.8,308.6,0
298.8,308.6,0
298.9,308.7,0
298.9,308.6,0
298.9,308.7,0
298.9,308.7,0
299.1,308.8,0
299.1,308.9,0
299.0,308.8,0
299.0,308.8,0
299.1,308.8,0
299.1,308.8,0
299.2,308.9,0
299.2,308.9,0
299.1,308.9,0
299.1,308.9,0
299.1,308.9,0
299.1,308.9,0
299.2,309.0,0
299.2,309.0,0
299.2,309.1,0
299.2,309.1,0
299.2,309.1,0
299.2,309.1,0
299.0,308.9,0
299.0,308.9,0
299.1,309.0,0
299.0,308.9,0
298.9,308.8,0
299.0,308.7,0
298.9,308.6,0
298.8,308.5,0
298.8,308.5,0
298.8,308.5,0
298.9,308.6,0
298.8,308.6,0
298.8,308.6,0
298.8,308.6,0
298.8,308.7,0
298.8,308.7,0
298.8,308.7,0
298.8,308.6,0
298.8,308.6,0
298.8,308.5,0
298.8,308.6,0
298.8,308.6,0
298.9,308.7,0
298.8,308.5,0
298.9,308.7,0
298.8,308.7,0
298.9,308.7,0
299.0,308.8,0
298.9,308.8,0
298.9,308.7,0
299.1,308.8,0
299.1,308.8,0
299.1,308.8,0
299.1,308.8,0
299.2,308.9,0
299.3,309.0,0
299.2,309.0,0
299.2,309.0,0
299.2,309.1,0
299.2,309.1,0
299.3,309.2,0
299.4,309.2,0
299.4,309.3,0
299.3,309.2,0
299.3,309.1,0
299.3,309.1,0
299.3,309.1,0
299.3,309.2,0
299.3,309.1,0
299.4,309.1,0
299.2,309.0,0
299.3,309.0,0
299.4,309.1,0
299.4,309.2,0
299.3,309.1,0
299.3,309.1,0
299.3,309.1,0
299.4,309.1,0
299.3,309.0,0
299.4,309.1,0
299.6,309.2,0
299.5,309.2,0
299.6,309.2,0
299.5,309.2,0
299.4,309.1,0
299.5,309.2,0
299.5,309.3,0
299.5,309.3,0
299.5,309.3,0
299.5,309.4,0
299.4,309.3,0
299.3,309.1,0
299.3,309.1,0
299.2,309.1,0
299.2,309.0,0
299.2,308.9,0
299.1,308.8,0
299.0,308.7,0
299.0,308.7,0
299.0,308.7,0
299.0,308.7,0
299.0,308.7,0
299.0,308.7,0
298.9,308.6,0
298.9,308.6,0
298.9,308.5,0
298.8,308.5,0
298.8,308.6,0
299.0,308.7,0
299.0,308.7,0
299.1,308.8,0
299.2,308.9,0
299.3,309.0,0
299.3,309.1,0
299.4,309.2,0
299.3,309.2,0
299.3,309.1,0
299.4,309.2,0
299.4,309.3,0
299.4,309.3,0
299.5,309.3,0
299.4,309.2,0
299.4,309.1,0
299.4,309.1,0
299.4,309.1,0
299.3,309.1,0
299.3,309.1,0
299.3,309.0,0
299.4,309.1,0
299.4,309.1,0
299.4,309.1,0
299.4,309.2,0
299.4,309.2,0
299.5,309.3,0
299.6,309.4,0
299.6,309.4,0
299.7,309.5,0
299.7,309.4,0
299.7,309.4,0
299.8,309.6,0
299.9,309.6,0
300.0,309.7,0
300.0,309.8,0
300.0,309.7,0
300.0,309.7,0
300.1,309.8,0
300.0,309.7,0
299.9,309.6,0
299.9,309.6,0
299.9,309.6,0
299.8,309.5,0
299.8,309.4,0
299.9,309.5,0
299.8,309.5,0
299.8,309.5,0
299.8,309.4,0
299.8,309.4,0
299.9,309.5,0
299.8,309.5,0
299.8,309.4,0
299.8,309.4,0
299.9,309.5,0
299.9,309.6,0
299.9,309.5,0
299.9,309.5,0
299.9,309.5,0
299.9,309.5,0
299.8,309.4,0
299.9,309.5,0
300.0,309.5,0
300.0,309.4,0
299.8,309.3,0
299.8,309.3,0
299.9,309.4,0
299.9,309.4,0
299.9,309.3,0
299.9,309.4,0
299.8,309.4,0
299.7,309.2,0
299.8,309.3,0
299.8,309.3,0
299.7,309.3,0
299.8,309.4,0
299.7,309.3,0
299.7,309.3,0
299.8,309.4,0
299.7,309.3,0
299.7,309.3,0
299.7,309.3,0
299.8,309.5,0
299.8,309.6,0
299.8,309.5,0
299.8,309.5,0
299.8,309.5,0
299.9,309.6,0
299.8,309.5,0
299.8,309.4,0
299.8,309.4,0
299.8,309.4,0
299.9,309.4,0
299.9,309.4,0
300.0,309.5,0
300.0,309.5,0
300.0,309.6,0
300.1,309.7,0
300.1,309.6,0
300.1,309.6,0
300.0,309.5,0
300.0,309.6,0
300.0,309.6,0
300.0,309.4,0
299.9,309.4,0
299.9,309.3,0
299.9,309.2,0
299.8,309.2,0
299.8,309.2,0
299.7,309.2,0
299.7,309.2,0
299.6,309.1,0
299.6,309.0,0
299.6,309.1,0
299.6,309.1,0
299.6,309.1,0
299.6,309.1,0
299.7,309.2,0
299.6,309.2,0
299.6,309.1,0
299.5,309.0,0
299.5,309.0,0
299.5,309.1,0
299.5,309.1,0
299.5,309.2,0
299.6,309.2,0
299.6,309.3,0
299.6,309.3,0
299.7,309.4,0
299.8,309.3,0
299.8,309.4,0
299.8,309.4,0
299.7,309.3,0
299.7,309.3,0
299.7,309.3,0
299.6,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.1,0
299.7,309.1,0
299.8,309.1,0
299.8,309.2,0
299.6,309.0,0
299.6,309.0,0
299.6,309.1,0
299.6,309.1,0
299.7,309.2,0
299.7,309.1,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.2,0
299.7,309.1,0
299.7,309.1,0
299.7,309.1,0
299.6,309.1,0
299.7,309.2,0
299.7,309.2,0
299.8,309.2,0
299.7,309.2,0
299.7,309.1,0
299.8,309.2,0
299.8,309.3,0
299.8,309.2,0
299.8,309.2,0
299.9,309.3,0
299.9,309.4,0
299.9,309.4,0
300.0,309.5,0
300.0,309.5,0
300.0,309.6,0
300.0,309.6,0
299.9,309.5,0
299.9,309.4,0
299.9,309.4,0
300.1,309.4,0
300.1,309.4,0
300.1,309.4,0
300.1,309.4,0
300.0,309.4,0
300.1,309.5,0
300.2,309.6,0
300.2,309.5,0
300.2,309.6,0
300.2,309.6,0
300.2,309.6,0
300.2,309.5,0
300.2,309.5,0
300.3,309.6,0
300.3,309.6,0
300.3,309.5,0
300.4,309.6,0
300.4,309.6,0
300.4,309.7,0
300.3,309.6,0
